No;X1;X2;X3;X4;X5;X6;X7;X8;X9;y
42;1.138679371;4.04390272;4.570204863;5.410125963;5.804086584;5.907437364;6.361694565;5.129517891;5.454541157;1.167551025
43;0.376467761;-0.312273003;-1.62231304;6.267843601;5.953669582;5.48959908;7.124698211;5.429185497;3.129239609;-0.774946072
44;3.074721126;4.535336812;2.879734366;5.089380937;5.51605255;5.627463084;7.823206323;6.07563677;6.378733323;1.178878758
45;2.313649472;4.601201812;2.342595632;5.853968916;5.195768716;5.087476366;5.82325799;7.129374309;3.740226595;-0.774732082
46;-0.616077712;-1.764938375;-1.817100756;3.398374052;3.45534395;3.467901062;7.914714216;2.135428324;1.915057905;-0.05307481
47;0.469100408;0.514143054;2.109545357;5.123973135;4.707469545;5.120582637;7.126576238;3.673811859;3.452333692;-0.649292123
48;-0.570415364;1.539682588;3.269429304;3.52363798;4.08163029;2.95338442;6.838755416;6.286691319;6.482714158;2.731456078
49;0.758933845;3.551684944;1.617616577;6.155879347;6.182106924;6.37702357;5.345840616;4.151665597;3.845049434;-0.102760761
50;-1.556098233;-1.066792359;-1.357166533;5.254741328;4.864886678;4.859698671;6.091807607;2.346472135;1.83153328;-1.021123697
51;3.04078521;1.743663403;1.668314182;7.384773272;7.044951113;7.85767835;4.703375893;1.963503436;1.743193812;-2.644851051
52;-0.809267315;0.354566812;1.560512494;4.373687847;4.515560301;4.377835707;4.400203868;3.536566248;6.548002522;0.732824555
53;-0.492242445;0.956426833;1.221241787;5.042940243;4.334377995;4.410252999;3.558027159;3.151052842;5.771284708;-1.523779533
54;0.484394994;0.690895972;0.744760295;2.921435665;3.464238467;3.786658736;3.982975636;5.118513896;4.891426061;0.92046191
55;-1.396160102;0.231187624;-0.587210729;6.821880218;7.340657773;7.654732045;7.953001882;2.734154571;1.189851542;-0.038060524
56;-1.076432175;0.438969194;0.445474679;5.644841306;5.509666078;5.487752707;4.820800751;7.583087673;6.768363702;-0.63366674
57;1.676041362;3.267503966;3.50349966;5.713643634;6.141353486;6.59416898;7.769076794;4.405329876;4.88322688;0.433212432
58;1.818310536;2.046419512;0.946996494;5.020217484;5.351319314;5.228807748;6.122938267;3.468501844;4.441919914;-0.076856863
59;2.808269757;3.041282564;2.242078251;4.711620443;4.471616633;4.67706899;5.515595493;4.065360637;3.674704527;-1.207070631
60;0.467387253;0.829793978;0.897706743;4.769075829;4.032464323;4.67082477;8.076599356;6.222841215;1.092032662;-1.797804558
61;3.113132728;4.165561472;3.422087551;4.021030174;4.831153488;4.814989222;4.223578143;0.109940204;6.624184446;1.810897044
62;3.505538037;2.200737491;3.260699914;3.505619406;3.924937976;4.568191289;6.459144155;5.670438592;3.684631683;-0.436887931
63;3.542401326;4.950972934;3.816920136;6.650131379;6.061604955;6.833850573;6.952149946;5.929903429;4.468962945;-1.032403442
64;0.715156588;2.242733511;3.23585983;6.384683553;6.023433608;6.244602693;7.421591701;1.734258388;2.991835368;-0.46357469
65;0.834812994;0.883363626;0.426874908;5.256662255;5.966598679;5.686956167;4.905943327;0.278263979;5.881001188;0.715715587
66;2.761744615;2.640745285;2.802589275;5.983384929;6.299800965;6.718307178;2.433267263;3.476167545;2.641471929;-1.421489536
67;0.279817069;0.742524634;-0.120317775;2.545150349;3.031675968;3.088256809;3.787559216;-1.628250544;4.548583914;0.267882851
68;4.668482142;6.617006009;4.796461176;5.627608989;5.732532782;5.854901605;6.048487769;3.498060121;2.701267875;-0.058670597
69;3.015193959;4.853665095;3.099034935;6.70211734;7.177379459;7.405757814;3.856494603;3.805358223;2.770075242;-0.150308771
70;-0.615553491;0.168820043;0.570413756;5.290317406;4.772890675;5.59192425;5.596382831;2.83041019;4.087764892;-1.922037119
71;1.655561009;1.505637193;1.345570867;4.435699624;4.741845356;5.00132;6.825166312;5.405636065;5.570078891;-0.803006224
72;1.650313213;3.821776143;1.97388325;6.79267854;7.325335166;6.961139974;4.142001976;4.692790889;4.326839975;1.129902488
73;0.417726502;0.405796281;2.303971656;3.986048034;4.699380443;4.859752013;2.789027354;1.807965458;5.49280139;0.351718495
74;3.774697443;5.894457164;3.697545294;6.953321829;7.048858194;6.814295208;4.800639685;4.358552439;3.996129864;0.744225613
75;-1.979490999;-1.82194125;-0.904833405;5.045238393;5.200432317;5.334072123;3.437636645;0.475871764;3.232644911;0.374409923
76;0.840194493;0.909405754;0.813042925;7.475194683;7.513889859;7.874647309;7.852664162;3.859355159;4.847987942;-1.180139667
77;0.81913193;-0.049937959;-0.156288353;4.391266942;5.187846349;6.443121495;8.401225277;1.549313141;1.887097728;-1.074604088
78;3.135553462;4.639051484;3.453750304;4.626780427;4.603132673;4.189342921;6.947302832;3.689697671;3.183417592;0.454470769
79;3.162132017;4.603401876;4.940866444;3.725967136;3.60420368;3.261935989;7.763420644;5.288456124;4.258422882;0.987811221
80;4.816392824;3.790461257;3.940887837;5.569580347;5.142258128;5.635451081;1.590296515;0.710188053;5.567169853;-1.480364525
81;4.024907726;4.475254702;1.626903758;7.425617173;8.061429882;8.021314853;6.468218493;6.567134197;4.34426356;0.058690054
82;4.13060672;5.605605228;4.364409877;5.389818452;5.207535735;5.84868107;5.006204606;4.402113522;5.19458453;-1.010312428
83;1.542089063;2.848055832;3.525235996;5.828616888;5.840891942;5.525935584;5.680415594;8.863656776;4.443293409;0.866371995
84;1.216197006;1.637113262;1.255476875;5.438971743;5.863401547;6.3095958;7.218425394;2.035984486;5.475732978;-0.368711279
85;3.641155361;5.50053908;3.687414085;4.990856795;4.604354971;4.936731075;6.082195825;5.284104011;5.584378785;-0.12542715
86;-0.304170901;0.981111691;-0.560483158;3.877995414;3.930770335;4.290161374;6.372137179;1.213550172;5.357858459;0.295692483
87;0.123851228;0.494052183;-0.388390135;6.648763991;6.484637184;7.01306087;6.334684339;1.791890145;2.729029073;-1.300055394
88;2.271575549;2.541938706;1.898438837;3.948611794;2.984315418;3.495212942;6.59917831;5.495856892;4.006899029;-1.974244235
89;4.695282585;6.565764572;5.312100845;6.136042554;6.645641756;6.755765667;5.540307234;5.239349436;3.66703346;0.476098194
90;3.810014773;4.4866672;1.898066544;5.207725753;5.396525348;5.891205199;8.519531674;3.035521742;4.543758762;-0.04773538
91;0.776188421;0.905008317;3.055317279;3.804653437;3.789693528;4.177898741;0.54938116;1.632887406;3.306696825;-0.52054553
92;2.593854398;3.109275816;1.685485882;5.126078116;5.723972046;5.795860151;8.756725512;7.57446996;3.42055837;-0.334701559
93;2.84482741;3.201772244;1.772516399;3.938376078;4.004152024;3.962630234;5.842649191;4.233606139;2.496941437;-0.551760002
94;3.712817204;4.080488927;2.860887223;5.804644396;6.421314991;6.323499638;6.565795997;3.718362732;4.223298186;0.598639646
95;-0.19376801;3.20804975;0.976250927;4.694940833;4.895144385;6.025782646;6.734256595;1.229395832;2.352699642;-0.492427766
96;-0.122391363;2.294959199;1.23243759;6.806222428;6.68154937;7.307865675;7.324723729;2.334980698;1.635446838;-0.913175725
97;0.331206553;2.835596474;2.856884237;4.417737252;4.638707893;4.105544891;4.863025988;0.869371285;5.676736589;0.822115879
98;0.982080657;3.018561607;1.021314123;3.717867987;2.838349665;3.864035647;6.797626007;3.617564569;2.655538826;-2.418244629
99;1.594755527;0.577379174;0.644800193;4.076046833;3.927899837;3.927781389;5.700474325;3.069616529;4.430216925;-0.960776205
100;0.948586951;1.235503902;0.965266151;5.245117204;5.071142772;5.253338358;5.181659395;4.621281382;7.584099614;0.235038351
101;0.349694152;2.846678254;3.14296993;5.045759197;5.280294816;4.791464892;5.734055973;2.663759918;4.754432816;1.964593617
102;2.045633457;1.747470751;2.166686134;4.212370245;4.346505782;4.498216097;4.971486804;2.330655692;5.377821576;0.019084705
103;-1.040509267;1.462241592;1.436080053;2.925837461;2.870993926;2.849244849;5.003819169;-0.481248958;2.636336483;0.233582376
104;4.487756256;5.186167688;3.37020823;3.038912728;2.955975193;3.080195453;6.71467329;2.346951988;7.261336929;0.371681626
105;-0.174467828;0.957644549;0.742419446;6.636229836;6.384656127;6.112467326;10.61133634;2.797545688;1.906176729;0.031078359
106;-0.724022965;2.298322132;1.334845891;4.608453358;4.614484183;4.480836982;9.313314255;5.479402068;3.236530011;-0.273382345
107;0.340209779;0.739186469;-1.978529448;6.742697372;7.019347039;7.082128358;5.777398396;3.336000798;4.35657599;-0.765006281
108;3.583101334;4.637525094;6.51165734;5.232426232;5.487244563;5.407374725;9.219619795;1.950905807;7.659954694;1.941174425
109;-1.524872026;3.31329731;3.813512328;6.872113074;7.488966508;7.142113894;6.210790271;7.562415889;6.575832609;2.459268121
110;-2.216091938;-1.253796563;-0.965981173;5.424480161;4.842574677;5.808825275;3.175629833;3.565592468;2.967328001;-1.978564045
111;0.583130714;1.236682867;1.470877526;4.131213679;4.941094517;4.538859392;3.363097207;5.724949625;6.970642204;2.109955535
112;1.613690157;1.875915774;2.617274503;3.487644912;3.520334741;4.093104023;4.259342403;1.043054137;-0.470022541;-0.860099257
113;-1.126399783;0.997715443;0.256411347;4.085576946;4.392414777;4.818947108;6.482844442;3.956546897;1.26117623;-0.160460558
114;7.538777819;8.494321154;8.336623404;3.745797956;4.370236818;4.147018082;4.823819471;7.553833191;7.334138709;1.252657143
115;0.305313898;3.140725833;0.904585741;5.040854028;4.849121242;4.98744692;4.933652495;4.309859543;3.140398613;-0.344369545
116;1.284413188;2.094386351;2.906624078;3.460080747;2.677258028;3.006712576;8.204731232;7.398255517;2.06589046;-1.824526002
117;2.027655924;4.449963575;3.46572973;3.838486376;3.881254699;4.852848619;7.24494269;2.922360701;4.39191495;-0.206023589
118;-0.280710668;-0.127559511;-0.028342889;6.120814912;5.742292254;5.433698098;7.188493678;3.333473846;4.52574374;-0.510873441
119;1.912578952;2.646161867;1.884596079;4.544482359;5.113446098;5.309431015;7.298648745;5.994624331;5.156997468;0.026118105
120;1.878578574;6.509166216;4.410223185;5.876588316;5.885728632;5.961651238;5.424211771;4.728963068;3.831460842;1.27686179
121;-0.234128094;0.901172673;1.207393108;7.249912707;6.913789016;7.187148201;5.586215407;6.305951767;4.513366604;-1.640401579
122;4.179900622;6.127485553;5.907752954;3.301366274;3.86284624;3.328605494;3.999102442;4.961729267;6.222322499;1.870581486
123;3.316965279;5.278745121;5.007774154;5.208925707;5.097138065;6.07665953;8.259202184;4.963369042;4.585785096;-0.941948508
124;-0.546554587;0.456485003;-0.507687676;6.57846303;6.578291838;6.804803612;4.266639363;1.728648884;1.954864594;-0.948748201
125;2.777404054;4.389395897;4.206770165;5.673439644;6.461907301;5.736345567;1.773820856;3.919177798;4.258671109;1.966703696
126;3.249171245;6.299019647;4.806532283;4.242887647;4.055046674;4.099266538;6.598162354;3.90294955;5.009919474;0.251898118
127;1.576241157;4.135260576;1.427182679;6.517273213;6.39114153;6.212901962;3.441555835;6.521648369;3.869336003;0.253996436
128;2.702888182;2.05778594;1.454112535;4.899629488;4.894807929;5.108769076;5.861148018;2.69621729;6.063340781;-0.486260216
129;1.561008367;2.946666427;2.538083698;4.619275674;4.7551237;5.112040957;5.0232198;4.301870582;5.298234206;-0.325039388
130;4.223155506;4.32150574;2.758955064;3.844043151;4.447696847;4.73964678;1.033470705;1.611163186;5.6509151;0.153026184
131;-1.708787036;-0.348477395;0.29104143;3.318147072;3.387178552;3.651902031;3.293468089;3.398893683;1.852893503;-0.333763122
132;2.145622572;3.391863288;3.299891244;4.886527295;4.376677863;4.958671349;5.964704128;2.018394674;4.989337139;-1.032795276
133;1.120495701;1.452378275;1.702003839;6.565590742;6.252783109;5.95087737;5.077348326;1.450214965;3.49809526;-0.42793567
134;0.846422509;1.065393749;-0.353074611;3.715351894;3.612272819;3.458195708;7.116417301;5.243984019;6.725581655;-0.270384642
135;1.166955562;0.673301792;2.239342029;4.781744662;4.873791339;4.587094949;6.843148518;4.632856193;2.570543738;-0.000510755
136;-2.170539074;-0.445891223;0.459041267;2.768446302;2.451029595;3.124890925;5.68256503;2.882314428;4.534485012;-0.450079707
137;3.27320393;4.397648735;3.706582249;5.617978401;6.244643487;6.542684569;9.079776687;4.551857442;2.524554145;0.82273218
138;-0.414304599;1.933281706;1.146014214;9.031124769;8.628760874;8.690175088;4.233398744;0.274599488;2.392385948;-0.360581646
139;-0.509785352;1.368963466;0.067567314;5.299888975;5.551934067;5.671855778;6.684068773;-0.80418479;5.572443252;0.380408915
140;4.579257932;5.990598511;6.461968424;5.84464679;5.513299712;5.613961393;7.816075067;5.785696519;2.828607139;-0.432935522
141;-1.085665312;-0.424844;-0.387210654;3.484175311;3.264373382;4.098376836;3.360102157;2.853339389;3.590342572;-1.385183619
142;1.15176691;2.665009542;1.964292814;5.932283693;6.042805037;6.224028121;5.224786782;3.371788295;1.998028159;-0.129069972
143;3.317857796;4.613415986;4.464893777;7.78498534;8.368428283;8.518395908;6.283982433;6.743104866;1.502863632;0.439542286
144;0.658845505;1.355273656;0.011940931;4.039515118;4.032787987;4.051745982;8.521297563;-0.152192601;4.253043128;-0.261626161
145;0.076733967;1.430551123;0.943163716;4.3794557;3.767517766;4.880204393;5.558614777;5.983195734;4.331446444;-1.545995836
146;1.417058151;2.485639961;0.59568131;2.23081494;2.627911264;3.502615863;4.447768299;6.724103963;3.533589275;-0.331403472
147;1.525001383;2.647480475;2.438177411;4.966783176;4.986404425;5.228649035;5.242911718;4.970104498;3.235706327;-0.926269936
148;3.864678965;5.264369324;2.364956275;6.89307821;6.936786096;7.33891487;6.837514131;2.704078512;4.968646126;-0.383537965
149;3.015116399;3.490805304;3.082079564;2.673798007;2.770075224;3.580771194;5.64727496;2.692051291;3.6743509;-0.304401562
150;1.663122865;2.02439335;2.175713185;4.795227518;5.06866429;4.98109086;6.912558131;7.908204497;2.713076213;-0.147276165
151;-0.265063723;1.828527497;-0.37624473;2.886544033;2.438469947;3.081360261;6.464441379;1.956452137;1.695884418;-1.410875951
152;-0.226256746;-0.174503031;0.755686734;2.622651869;2.409998325;2.933990588;7.887375295;4.685360647;4.58743416;-1.703086711
153;-2.455238187;0.133721576;-0.425767024;4.162414249;4.313782101;4.756748683;7.584793792;2.735587408;3.31736849;-0.452402548
154;0.864812048;2.797103514;2.905741312;4.59066689;4.870155306;4.99593078;6.99890847;5.669127196;4.893547591;0.429678316
155;2.09250827;2.993362507;3.360102905;2.532733999;2.774030654;2.762289964;5.789221752;4.782648769;3.399778474;0.966271163
156;-0.021165782;0.799419489;0.448924582;6.288777235;6.680688103;6.522225166;6.34626072;0.837921886;4.560524126;0.581315493
157;1.00539982;3.060710682;2.201528494;4.940914803;4.808962521;5.21768624;5.974411576;3.472378953;9.571596625;0.406237805
158;2.181842669;5.563421455;2.620368094;5.176705678;5.58926714;5.830024008;6.78739495;4.626393398;4.643127153;1.538185315
159;2.248993329;2.092581553;1.529845427;8.104546399;7.651973413;8.238118;8.996880505;2.597305437;4.561792783;-1.94123611
160;-0.69276678;2.189321323;2.118940989;4.165887443;4.204974554;4.126559409;3.722706027;3.586001798;4.514076889;0.241436361
161;4.197807646;2.434995237;3.297330538;2.95355874;2.440231678;3.148657703;3.299519641;4.265836378;5.384519054;-1.733156475
162;2.543060726;3.463466423;4.056635327;3.080315916;2.629087949;3.039594854;4.488589478;4.233400518;8.775988945;-0.238080852
163;2.615430998;1.819177904;2.742319275;3.898606394;3.451892096;2.981124159;6.677321106;2.331618823;2.204386738;0.173898243
164;-0.06443675;2.140959235;0.372047577;5.734130452;5.248190795;6.120591985;6.346155118;1.931015051;5.462955078;-1.079522428
165;3.032431808;3.748991246;3.26180149;6.112685165;6.047849043;6.264575676;8.452523868;4.452372097;3.945273529;-0.503600897
166;0.016146627;3.151520285;0.108575319;5.047007554;5.043239792;5.192246675;5.893049098;2.644352098;3.69928555;0.301227033
167;3.984500899;4.533988208;4.382696352;8.87815814;8.882616606;8.436522002;8.140282766;5.531000698;3.158406605;-0.202211586
168;3.337790925;4.950239773;5.862196447;5.333909347;4.887532453;5.038640029;6.299706379;7.393471527;3.932772824;-0.620491601
169;0.687180828;0.425856395;1.57034717;2.857053063;3.048299857;2.435529335;5.848934401;3.867282308;5.402177179;0.390085017
170;-1.120233697;-0.224225978;-1.556833192;3.766721289;4.271579063;3.931867947;4.404400199;-1.465414695;2.839716709;0.741315588
171;0.764670294;2.700716144;0.598716335;5.76825534;5.316697305;6.02630794;7.535597245;1.664307835;3.521212513;-1.182023843
172;2.997999436;4.403294776;4.298373267;6.744782621;6.921713375;6.605415183;5.96534221;7.560454471;5.091002654;0.560685357
173;1.479798188;4.581623041;2.930200989;5.235933488;5.263956225;4.763644472;3.302087085;5.280283877;4.260774569;1.181873503
174;1.402097979;4.056716699;3.04933969;3.846629552;3.674945057;3.41435731;4.996717274;2.397088354;4.084300617;1.174219582
175;0.927283557;1.026732507;0.631406773;6.77209702;7.178826817;6.953500001;3.062681067;2.719224381;5.000344845;-0.251969236
176;3.566118769;3.491251445;4.058434797;3.104766779;3.715547192;3.218425346;4.600287964;3.594600927;5.225039145;1.29328057
177;-0.680261959;-0.011803565;0.423298349;1.719688482;2.119386235;2.700013619;5.17145392;2.019887003;3.128786441;0.259919105
178;0.06540248;2.466950394;3.544693927;3.626473629;4.241023064;4.093917181;5.001263503;3.00471463;3.53785039;1.528243988
179;-0.843565274;2.176213551;1.51974165;5.638943105;6.050252591;6.119417536;5.302012601;1.228335566;3.407564767;0.621031067
180;4.648694395;4.845703394;4.678389641;5.556043562;5.72841505;6.767033369;7.491888799;9.421251702;1.298337196;-1.442212222
181;1.69796109;1.33248512;1.841924738;4.532274527;4.71705937;4.597188428;4.839650548;4.848803883;4.082900011;-0.183323836
182;-0.658015871;-2.404262816;0.087408626;4.516042281;4.063005438;4.356108688;3.93841789;4.673744018;4.313526321;-2.366680629
183;1.382714593;1.650327324;2.804540289;4.948993507;5.224109264;5.332938448;3.70402156;1.169951898;8.967767925;-0.23103893
184;-2.821756394;-0.58861939;-1.961761711;4.669993381;4.363928238;4.178581511;7.689360163;2.268063799;5.870419081;-1.3090914
185;-0.139596999;1.526880588;1.546616791;4.197121076;4.111359152;3.932799127;4.843891351;1.414501379;6.687223026;-0.07910706
186;3.472750483;3.874468736;4.692337157;5.452684584;4.828770753;5.569422119;6.191155619;3.653291179;3.230301005;-1.651373413
187;1.461918876;3.287878472;1.048276712;8.167141129;8.425078032;9.004182281;7.082106815;3.167389231;4.199398844;0.043950432
188;1.468751827;2.869691241;2.543535574;3.58512322;3.959055602;4.43988926;5.756631922;5.177003609;0.711778495;-0.323802395
189;3.131523121;3.485899942;4.496601292;7.312016377;7.443272822;8.012809264;6.718261955;1.36993726;3.151184201;-0.488062564
190;1.630842144;2.952458332;1.464556993;4.689403459;4.116346061;3.779989915;6.070940561;3.165000225;4.934937764;-0.477666872
191;2.359525322;2.813827098;2.076990381;5.271984737;5.164270355;4.79560298;5.595636253;4.559121923;4.717508616;-0.044297928
192;-0.430943325;1.488953917;1.523928805;4.599698116;4.46757381;4.544483129;7.976939982;0.863058792;2.656335461;-0.149774158
193;-2.663613932;0.610926161;-0.043514991;4.790009305;4.408645245;5.16356737;9.919563777;2.57613114;3.884443028;-0.17190597
194;-2.346945083;-0.035962261;-0.225373042;3.517353269;3.507350528;3.702371046;4.852420233;-0.103261088;5.120619071;0.472873917
195;0.471770619;2.348713821;1.115020089;4.542180026;4.251454607;4.98174579;9.490139124;3.727484523;3.53081749;-1.216894323
196;0.681477699;1.624075773;1.950830296;7.16111354;7.677839464;8.279935453;6.109269435;4.22850578;5.526754223;-0.178766517
197;1.001180454;1.739702946;1.132244903;4.943493691;5.570031081;5.281919709;4.370820787;2.765348371;4.719035075;1.398612117
198;1.812842934;1.975888499;2.515409739;4.490287519;3.8318047;4.594553116;4.986931789;4.112127424;6.524258193;-1.866241126
199;1.17657724;2.016044923;0.135808871;5.978650285;5.895015625;6.05297846;5.04118811;4.901275258;4.269865846;-1.23817078
200;3.132557848;4.724469923;6.441953389;7.502125593;7.37312174;7.972135403;9.016510333;7.832858002;3.42797371;-0.955510864
201;2.101253346;3.982740846;1.914726141;6.842074275;6.910487786;7.535702096;6.108716207;4.455976078;5.919104752;-0.952340679
202;1.482855574;3.262599696;2.58793483;9.51880077;9.087646122;9.535722416;7.88642834;4.014898474;2.712303376;-1.948400581
203;3.368074297;3.431030645;2.818084033;6.949598925;7.071879359;6.835733022;7.47886201;3.768436431;2.108343879;-0.326278751
204;-1.046233993;0.919445189;-0.451023492;5.074278636;5.038252327;5.062819333;5.386761521;0.861623614;4.571272364;-0.376270948
205;0.722228536;3.787538122;3.703600697;6.850887459;7.83176224;7.647541986;5.250683019;2.97650258;4.751448558;2.039767123
206;0.878376755;0.803613766;0.641767143;5.171302249;5.377771542;5.263563022;5.530106229;4.105503216;4.426084589;0.132825095
207;-0.696766658;0.550783362;0.025950526;6.346117082;5.482181832;5.618080787;5.994013306;4.383049035;6.039669641;-0.863030764
208;3.18368538;3.413371653;2.393393456;3.51189225;3.50938505;4.065017908;4.992975481;8.338616256;1.808265674;-0.35808624
209;2.530846263;4.512387052;3.162449963;5.840346128;6.488626049;5.893715482;3.309321001;4.864494062;5.101039322;1.266120393
210;-0.062646814;1.353197672;-0.071530251;4.351754814;4.492871559;4.695262158;7.760911159;1.968419314;7.288122903;0.433472304
211;2.953809863;2.507560219;2.417662442;3.109530048;3.653779997;3.038243826;6.054990068;3.897689891;5.831427544;1.550305705
212;0.864713277;1.382235738;0.489617842;3.963122419;4.649598589;4.528000036;5.065187583;2.033554385;4.69964503;0.922303652
213;2.967753696;5.127771093;1.419596194;3.791235439;3.441456322;4.610896419;3.499376509;4.490843095;3.443329233;-1.339736827
214;1.234592302;1.289413872;1.112136192;3.728145972;3.945669268;4.128963687;6.273616752;1.806009041;2.418569884;-0.056948188
215;0.164581554;1.92344212;0.598359479;4.349931689;4.611335178;4.557856682;5.096506006;4.947599027;6.938023994;0.079120394
216;1.824654133;1.963594416;-1.523585768;4.842459126;5.564435928;6.116888306;5.938017111;3.387098143;4.830142729;-0.595389486
217;1.132843186;1.953819401;1.459146849;6.442314728;6.572872699;6.563383337;0.497186603;0.035787447;4.183794795;-0.398309448
218;0.240921436;-0.219543958;-0.509983214;4.254774153;4.981391958;4.937580409;7.45681091;1.853415581;2.120974798;0.740887095
219;2.154525198;3.006008492;3.39371948;3.574264073;3.310499681;3.811014611;8.145291748;7.541794492;5.365875928;-0.240826851
220;2.008345946;3.334793503;1.762881329;7.392304325;8.253559646;8.085902978;3.903904611;3.183498371;4.956998192;0.733451882
